id,type,label,bloom_level,difficulty,frequency
q_66a5bd89ba,question,Bandingkan perbedaan utama antara bioma Savana dan Stepa berdasarkan kondisi tanah dan vegetasinya!,C2-Memahami,2.0,
klasifikasi bioma berdasarkan iklim,concept,Klasifikasi Bioma Berdasarkan Iklim,,,
runtuhnya majapahit,concept,Runtuhnya Majapahit,C2-Memahami,3.0,1.0
q_ec1087aab0,question,Jelaskan kaitan antara runtuhnya Kerajaan Majapahit dengan percepatan proses penyebaran Islam di Indonesia,C2-Memahami,3.0,
struktur kerajaan majapahit,concept,Struktur Kerajaan Majapahit,,,
dampak politik islamisasi,concept,Dampak politik Islamisasi,,,
komponen laporan laba rugi,topic_fine,Komponen Laporan Laba Rugi,,,
laba,concept,Laba,C2-Memahami,2.0,1.0
laporan laba rugi,concept,Laporan Laba Rugi,C6-Mencipta,5.0,2.0
q_38c438eb57,question,Bagaimana sebuah perusahaan dapat dikatakan memperoleh 'laba' berdasarkan komponen-komponen dalam laporan laba rugi?,C2-Memahami,2.0,
geologi bumi,topic_coarse,Geologi Bumi,,,
jenis gerak epirogenetik,topic_fine,Jenis Gerak Epirogenetik,,,
gerak epirogenetik positif,concept,Gerak epirogenetik positif,C2-Memahami,2.0,1.0
gerak epirogenetik negatif,concept,Gerak Epirogenetik Negatif,C6-Mencipta,5.0,2.0
q_32937bc007,question,Jelaskan perbedaan mendasar antara gerak epirogenetik positif dan gerak epirogenetik negatif,C2-Memahami,2.0,
konsep tektonik lempeng,concept,Konsep Tektonik Lempeng,,,
dampak perubahan muka bumi,concept,Dampak perubahan muka bumi,,,
konflik peran,concept,Konflik peran,C6-Mencipta,5.0,2.0
ketegangan peran,concept,Ketegangan peran,C2-Memahami,2.0,1.0
q_a0ecf5c5d0,question,Jelaskan perbedaan antara 'konflik peran' dan 'ketegangan peran' menurut definisi pada teks,C2-Memahami,2.0,
membandingkan definisi,method,Membandingkan definisi,,,
dinamika interaksi sosial,concept,Dinamika interaksi sosial,,,
dampak teknologi pada distribusi,topic_fine,Dampak Teknologi pada Distribusi,,,
jalur distribusi,concept,Jalur Distribusi,C2-Memahami,2.0,1.0
produsen ke konsumen,concept,Produsen ke Konsumen,C2-Memahami,2.0,1.0
q_21e42e445a,question,Jelaskan bagaimana E-Commerce dapat memperpendek jalur distribusi barang dari produsen ke konsumen.,C2-Memahami,2.0,
analisis model bisnis digital,concept,Analisis Model Bisnis Digital,,,
fokus pembangunan orde lama,topic_fine,Fokus Pembangunan Orde Lama,,,
penataan sistem politik,concept,Penataan Sistem Politik,C2-Memahami,2.0,1.0
penataan sistem ekonomi,concept,Penataan Sistem Ekonomi,C2-Memahami,2.0,1.0
q_f6e9e4f69a,question,Jelaskan mengapa fokus pembangunan pada masa Orde Lama adalah pada penataan sistem politik dan ekonomi!,C2-Memahami,2.0,
menganalisis latar belakang,method,Menganalisis latar belakang,,,
perbedaan pembangunan orde baru,concept,Perbedaan Pembangunan Orde Baru,,,
globalisasi dan ekonomi,topic_coarse,Globalisasi dan Ekonomi,,,
pengaruh lembaga internasional,topic_fine,Pengaruh Lembaga Internasional,,,
bank dunia,concept,Bank Dunia,C2-Memahami,3.0,1.0
kebijakan politik,concept,Kebijakan Politik,C2-Memahami,3.0,1.0
kebijakan hukum,concept,Kebijakan Hukum,C2-Memahami,3.0,1.0
q_bec59eb27d,question,Uraikan bagaimana lembaga-lembaga seperti Bank Dunia dapat memengaruhi kebijakan politik dan hukum suatu negara.,C2-Memahami,3.0,
menganalisis pengaruh,method,Menganalisis Pengaruh,,,
dampak globalisasi terhadap kedaulatan negara,concept,Dampak Globalisasi terhadap Kedaulatan Negara,,,
perlawanan sebelum 1908,concept,Perlawanan sebelum 1908,C6-Mencipta,5.0,3.0
perlawanan sesudah 1908,concept,Perlawanan sesudah 1908,C2-Memahami,2.0,1.0
kepemimpinan perlawanan,concept,Kepemimpinan perlawanan,C2-Memahami,2.0,1.0
q_29b7ea1893,question,Bandingkan siapa yang menjadi pemimpin perlawanan pada periode sebelum 1908 dengan periode sesudah 1908.,C2-Memahami,2.0,
faktor pemicu kolonialisme,concept,Faktor pemicu kolonialisme,C6-Mencipta,5.0,1.0
perubahan bentuk perlawanan abad ke-20,concept,Perubahan bentuk perlawanan abad ke-20,,,
ketenagakerjaan dan ekonomi,topic_coarse,Ketenagakerjaan dan Ekonomi,,,
definisi setengah menganggur,concept,Definisi Setengah Menganggur,C2-Memahami,2.0,1.0
q_06a6313997,question,Mengapa seseorang yang bekerja (misal 30 jam/minggu) masih bisa dikategorikan sebagai Setengah Menganggur?,C2-Memahami,2.0,
kedatangan pasukan sekutu di indonesia,topic_fine,Kedatangan Pasukan Sekutu di Indonesia,,,
afnei,concept,AFNEI,C2-Memahami,2.0,1.0
tujuan kedatangan afnei,concept,Tujuan Kedatangan AFNEI,C2-Memahami,2.0,1.0
pelucutan tentara jepang,concept,Pelucutan Tentara Jepang,C2-Memahami,2.0,1.0
pembebasan tawanan perang,concept,Pembebasan Tawanan Perang,C2-Memahami,2.0,1.0
q_65487b2ae3,question,Jelaskan tujuan utama kedatangan AFNEI ke Indonesia!,C2-Memahami,2.0,
situasi kekosongan kekuasaan,concept,Situasi Kekosongan Kekuasaan,,,
konfrontasi dengan nica,concept,Konfrontasi dengan NICA,,,
sejarah ekonomi indonesia,topic_coarse,Sejarah Ekonomi Indonesia,,,
kebijakan ekonomi masa sukarno,topic_fine,Kebijakan Ekonomi Masa Sukarno,,,
devaluasi,concept,Devaluasi,C2-Memahami,2.0,1.0
inflasi,concept,Inflasi,C6-Mencipta,5.0,5.0
gunting sjafruddin,concept,Gunting Sjafruddin,C2-Memahami,2.0,1.0
q_90f8faf61c,question,Apa yang dimaksud dengan Devaluasi?,C2-Memahami,2.0,
konsep dasar ekonomi,concept,Konsep dasar ekonomi,,,
dampak kebijakan ekonomi,concept,Dampak kebijakan ekonomi,C5-Mengevaluasi,5.0,1.0
pentingnya peta kuno dalam toponimi,topic_fine,Pentingnya Peta Kuno dalam Toponimi,,,
peta kuno,concept,Peta Kuno,C2-Memahami,2.0,1.0
sumber informasi sejarah,concept,Sumber Informasi Sejarah,C2-Memahami,2.0,1.0
q_e3c5f72ebf,question,Mengapa peta-peta kuno menjadi sumber informasi yang penting dalam studi toponimi?,C2-Memahami,2.0,
analisis perubahan toponimi,concept,Analisis Perubahan Toponimi,,,
geografi dan sejarah,topic_coarse,Geografi dan Sejarah,,,
pengaruh geografis terhadap kolonialisme,topic_fine,Pengaruh Geografis terhadap Kolonialisme,,,
kekayaan sumber daya alam,concept,Kekayaan Sumber Daya Alam,C6-Mencipta,5.0,3.0
pemicu penjelajahan samudra eropa,concept,Pemicu penjelajahan samudra Eropa,C2-Memahami,2.0,1.0
q_36228afdbd,question,Jelaskan mengapa kondisi geografis Indonesia menjadi faktor utama penjelajahan samudra oleh bangsa-bangsa Eropa!,C2-Memahami,2.0,
pengenalan wilayah tropis,concept,Pengenalan wilayah tropis,,,
dampak sosial ketidakmampuan aksara,topic_fine,Dampak Sosial Ketidakmampuan Aksara,,,
marginalisasi sosial,concept,Marginalisasi sosial,C5-Mengevaluasi,5.0,2.0
buta aksara,concept,Buta Aksara,C2-Memahami,2.0,1.0
q_324a1f1d41,question,Mengapa kelompok masyarakat yang buta aksara cenderung termarginalkan dalam kehidupan sosial?,C2-Memahami,2.0,
menganalisis sebab akibat,method,Menganalisis sebab akibat,,,
definisi komunitas,concept,Definisi Komunitas,,,
strategi pemberdayaan komunitas,concept,Strategi Pemberdayaan Komunitas,,,
dampak rendahnya literasi finansial,topic_fine,Dampak Rendahnya Literasi Finansial,,,
q_6d914cd7c7,question,Jelaskan hubungan antara rendahnya literasi finansial masyarakat dengan potensi terjadinya inflasi di suatu negara!,C2-Memahami,2.0,
strategi peningkatan literasi finansial,concept,Strategi peningkatan literasi finansial,,,
penyebab dan jenis inflasi,topic_fine,Penyebab dan Jenis Inflasi,,,
ekspektasi inflasi,concept,Ekspektasi Inflasi,C2-Memahami,2.0,1.0
demand-pull inflation,concept,Demand-pull inflation,C4-Menganalisis,4.0,2.0
cost-push inflation,concept,Cost-push inflation,C4-Menganalisis,4.0,2.0
q_c41c88cde2,question,"Jelaskan bagaimana ""ekspektasi inflasi"" dapat menyebabkan inflasi benar-benar terjadi!",C2-Memahami,2.0,
menjelaskan mekanisme,method,Menjelaskan mekanisme,,,
definisi inflasi,concept,Definisi Inflasi,,,
dampak inflasi,concept,Dampak Inflasi,,,
fungsi dan penetapan upah minimum,topic_fine,Fungsi dan Penetapan Upah Minimum,,,
upah minimum,concept,Upah Minimum,C6-Mencipta,5.0,3.0
peran pemerintah,concept,Peran Pemerintah,C6-Mencipta,5.0,5.0
q_4c53ceb48e,question,Mengapa pemerintah perlu menetapkan Upah Minimum (UM)?,C2-Memahami,2.0,
dampak kebijakan upah minimum,concept,Dampak Kebijakan Upah Minimum,,,
sifat sumber daya alam,topic_fine,Sifat Sumber Daya Alam,,,
sumber daya terbarukan (renewable),concept,Sumber daya terbarukan (renewable),C2-Memahami,2.0,1.0
q_305c5f9303,question,Jelaskan mengapa keanekaragaman flora dan fauna dianggap sebagai sumber daya yang bersifat dapat diperbarui (renewable).,C2-Memahami,2.0,
pemanfaatan keanekaragaman hayati,concept,Pemanfaatan keanekaragaman hayati,,,
fungsi dan tujuan pajak,topic_fine,Fungsi dan Tujuan Pajak,,,
fungsi alokasi pajak,concept,Fungsi alokasi pajak,C2-Memahami,3.0,1.0
fungsi distribusi pajak,concept,Fungsi distribusi pajak,C2-Memahami,3.0,1.0
perbandingan fungsi pajak,concept,Perbandingan fungsi pajak,C2-Memahami,3.0,1.0
q_aa9cb460ec,question,Bandingkan antara fungsi alokasi dan fungsi distribusi pajak. Apa perbedaan tujuan utama dari kedua fungsi tersebut?,C2-Memahami,3.0,
pendekatan dalam kajian sejarah,topic_fine,Pendekatan dalam Kajian Sejarah,,,
pendekatan multidimensional,concept,Pendekatan Multidimensional,C6-Mencipta,5.0,3.0
sartono kartodirdjo,concept,Sartono Kartodirdjo,C5-Mengevaluasi,5.0,2.0
q_e544c5cffe,question,Uraikan apa yang dimaksud dengan pendekatan multidimensional yang diperkenalkan oleh Sartono Kartodirdjo!,C2-Memahami,2.0,
menganalisis konsep,method,Menganalisis konsep,,,
metodologi penelitian sejarah,concept,Metodologi Penelitian Sejarah,,,
ketenagakerjaan dan demografi,topic_coarse,Ketenagakerjaan dan Demografi,,,
klasifikasi populasi usia kerja,topic_fine,Klasifikasi Populasi Usia Kerja,,,
q_1811da97fe,question,Seorang pensiunan berusia 60 tahun yang menikmati masa tuanya dan tidak mencari pekerjaan. Termasuk dalam kategori apaka,C2-Memahami,2.0,
hubungan pertumbuhan penduduk dan sumber daya,topic_fine,Hubungan Pertumbuhan Penduduk dan Sumber Daya,,,
pertumbuhan penduduk,concept,Pertumbuhan penduduk,C5-Mengevaluasi,5.0,3.0
kelangkaan sumber daya alam,concept,Kelangkaan sumber daya alam,C2-Memahami,2.0,1.0
q_6861dfaf67,question,Jelaskan hubungan antara pertumbuhan penduduk dengan kelangkaan sumber daya alam.,C2-Memahami,2.0,
definisi pembangunan berkelanjutan,concept,Definisi Pembangunan Berkelanjutan,,,
komponen anggaran pendapatan daerah,topic_fine,Komponen Anggaran Pendapatan Daerah,,,
pendapatan asli daerah (pad),concept,Pendapatan Asli Daerah (PAD),C6-Mencipta,5.0,3.0
dana perimbangan,concept,Dana Perimbangan,C2-Memahami,2.0,1.0
q_7082649420,question,Bedakan antara Pendapatan Asli Daerah (PAD) dengan Dana Perimbangan berdasarkan sumber asalnya.,C2-Memahami,2.0,
membandingkan sumber asal,method,Membandingkan sumber asal,,,
pengertian apbd,concept,Pengertian APBD,,,
analisis alokasi dana daerah,concept,Analisis alokasi dana daerah,,,
jenis-jenis layanan keuangan digital,topic_fine,Jenis-jenis Layanan Keuangan Digital,,,
p2p lending,concept,P2P Lending,C4-Menganalisis,4.0,3.0
perbedaan layanan keuangan,concept,Perbedaan Layanan Keuangan,C2-Memahami,2.0,1.0
q_702b22d81a,question,Apa perbedaan utama antara peminjam pada layanan Microfinance dan peminjam pada P2P Lending (berdasarkan deskripsi di te,C2-Memahami,2.0,
ilmu pengetahuan dan teknologi,topic_coarse,Ilmu Pengetahuan dan Teknologi,,,
pengaruh iptek terhadap globalisasi,topic_fine,Pengaruh IPTEK terhadap Globalisasi,,,
perkembangan ilmu pengetahuan dan teknologi (iptek),concept,Perkembangan Ilmu Pengetahuan dan Teknologi (IPTEK),C2-Memahami,2.0,1.0
q_05ab4197ed,question,Jelaskan bagaimana perkembangan ilmu pengetahuan dan teknologi menjadi faktor utama yang memengaruhi proses modernisasi ,C2-Memahami,2.0,
dampak sosial budaya globalisasi,concept,Dampak Sosial Budaya Globalisasi,,,
keruntuhan orde baru dan krisis,topic_fine,Keruntuhan Orde Baru dan Krisis,,,
kabinet pembangunan vii,concept,Kabinet Pembangunan VII,C2-Memahami,3.0,1.0
"korupsi, kolusi, nepotisme (kkn)",concept,"Korupsi, Kolusi, Nepotisme (KKN)",C2-Memahami,3.0,1.0
q_ff641875a8,question,Mengapa pembentukan Kabinet Pembangunan VII (1998) memicu kemarahan publik?,C2-Memahami,3.0,
menganalisis dampak kebijakan,method,Menganalisis dampak kebijakan,,,
gerakan mahasiswa 1998,concept,Gerakan Mahasiswa 1998,,,
kebijakan badan usaha milik negara,topic_fine,Kebijakan Badan Usaha Milik Negara,,,
privatisasi bumn,concept,Privatisasi BUMN,C2-Memahami,2.0,1.0
q_e54d8ecda3,question,"Jelaskan apa yang dimaksud dengan ""Privatisasi"" BUMN!",C2-Memahami,2.0,
dampak privatisasi,concept,Dampak Privatisasi,,,
janji kemerdekaan jepang,concept,Janji Kemerdekaan Jepang,C2-Memahami,2.0,1.0
q_8b395cd4d1,question,Apa tujuan utama Jepang membentuk PPKI dan menjanjikan kemerdekaan kepada Indonesia?,C2-Memahami,2.0,
memahami konteks politik,method,Memahami konteks politik,,,
peran ppki dalam kemerdekaan,concept,Peran PPKI dalam Kemerdekaan,,,
interaksi permintaan dan penawaran,topic_fine,Interaksi Permintaan dan Penawaran,,,
penawaran,concept,Penawaran,C2-Memahami,2.0,1.0
harga keseimbangan,concept,Harga Keseimbangan,C3-Menerapkan,3.0,2.0
q_8ba134bca9,question,Mengapa seorang produsen cenderung menawarkan lebih banyak barang ketika harga di pasar sedang tinggi?,C2-Memahami,2.0,
menganalisis hubungan sebab akibat,method,Menganalisis hubungan sebab akibat,,,
konsep dasar permintaan,concept,Konsep Dasar Permintaan,,,
analisis perubahan kurva penawaran,concept,Analisis perubahan kurva penawaran,,,
perbandingan bentuk negara indonesia,topic_fine,Perbandingan Bentuk Negara Indonesia,,,
negara kesatuan republik indonesia (nkri),concept,Negara Kesatuan Republik Indonesia (NKRI),C2-Memahami,3.0,1.0
bentuk negara federal,concept,Bentuk Negara Federal,C2-Memahami,3.0,1.0
bentuk negara kesatuan,concept,Bentuk Negara Kesatuan,C2-Memahami,3.0,1.0
q_f4ba642ce1,question,Jelaskan perbedaan mendasar antara bentuk negara RIS (Federal) dan NKRI (Kesatuan)!,C2-Memahami,3.0,
konferensi meja bundar (kmb),concept,Konferensi Meja Bundar (KMB),,,
perubahan bentuk negara indonesia,concept,Perubahan Bentuk Negara Indonesia,,,
tujuan pembangunan berkelanjutan sdgs,topic_fine,Tujuan Pembangunan Berkelanjutan SDGs,,,
transisi energi,concept,Transisi energi,C2-Memahami,2.0,1.0
q_ee15f6e383,question,"Mengapa menurut teks, sumber energi dari bahan bakar fosil seperti minyak dan batu bara perlu digantikan untuk mencapai ",C2-Memahami,2.0,
konsep pembangunan berkelanjutan,concept,Konsep Pembangunan Berkelanjutan,,,
jenis-jenis narasi dan cerita,topic_fine,Jenis-jenis Narasi dan Cerita,,,
mitos,concept,Mitos,C2-Memahami,2.0,1.0
legenda,concept,Legenda,C2-Memahami,2.0,1.0
dongeng,concept,Dongeng,C2-Memahami,2.0,1.0
tingkat kepercayaan,concept,Tingkat Kepercayaan,C2-Memahami,2.0,1.0
q_d4393ade67,question,"Jelaskan perbedaan mendasar antara mitos, legenda, dan dongeng berdasarkan tingkat kepercayaan pemilik ceritanya.",C2-Memahami,2.0,
pengertian cerita,concept,Pengertian Cerita,,,
analisis fungsi cerita dalam budaya,concept,Analisis Fungsi Cerita dalam Budaya,,,
sumber dan jenis sejarah,topic_fine,Sumber dan Jenis Sejarah,,,
kesaksian lisan,concept,Kesaksian lisan,C2-Memahami,2.0,1.0
tradisi lisan,concept,Tradisi lisan,C4-Menganalisis,4.0,2.0
perbedaan konsep,concept,Perbedaan konsep,C2-Memahami,2.0,1.0
q_5e40ef1e5b,question,Bedakan antara 'kesaksian lisan' (oral history) dan 'tradisi lisan' (oral tradition).,C2-Memahami,2.0,
jenis kebijakan perdagangan,topic_fine,Jenis Kebijakan Perdagangan,,,
kebijakan tarif,concept,Kebijakan Tarif,C2-Memahami,2.0,1.0
kebijakan bea masuk,concept,Kebijakan Bea Masuk,C2-Memahami,2.0,1.0
q_587003a889,question,Jelaskan perbedaan mendasar antara kebijakan tarif dan kebijakan bea masuk.,C2-Memahami,2.0,
konsep perdagangan internasional,concept,Konsep Perdagangan Internasional,,,
peran dan jenis lembaga keuangan,topic_fine,Peran dan Jenis Lembaga Keuangan,,,
asuransi,concept,Asuransi,C6-Mencipta,5.0,2.0
pengalihan risiko,concept,Pengalihan Risiko,C2-Memahami,2.0,1.0
q_0840409b41,question,Jelaskan peran asuransi sebagai mekanisme pengalihan risiko berdasarkan definisinya.,C2-Memahami,2.0,
dampak transformasi sosial,topic_fine,Dampak Transformasi Sosial,,,
q_ae5cdc8448,question,Jelaskan dengan kata-kata sendiri mengapa transformasi sosial dianggap lebih berpotensi menimbulkan masalah sosial diban,C2-Memahami,2.0,
dampak negatif globalisasi,concept,Dampak Negatif Globalisasi,,,
konsep dasar ilmu sejarah,topic_fine,Konsep Dasar Ilmu Sejarah,,,
filosofi syajaratun,concept,Filosofi Syajaratun,C2-Memahami,2.0,1.0
makna sejarah,concept,Makna Sejarah,C2-Memahami,2.0,1.0
pertumbuhan berkesinambungan,concept,Pertumbuhan Berkesinambungan,C2-Memahami,2.0,1.0
q_857c6f91e3,question,Bagaimana filosofi 'pohon kayu' (Syajaratun) dapat menjelaskan makna dari ilmu sejarah?,C2-Memahami,2.0,
menganalisis makna,method,Menganalisis makna,,,
definisi ilmu sejarah,concept,Definisi Ilmu Sejarah,,,
periodisasi sejarah,concept,Periodisasi Sejarah,,,
dampak eksploitasi sda,topic_fine,Dampak Eksploitasi SDA,,,
eksploitasi sda,concept,Eksploitasi SDA,C2-Memahami,2.0,1.0
kelestarian sumber daya,concept,Kelestarian Sumber Daya,C2-Memahami,2.0,1.0
penurunan potensi sda,concept,Penurunan Potensi SDA,C2-Memahami,2.0,1.0
q_5488b88c2e,question,Uraikan bagaimana eksploitasi yang mengabaikan kelestarian dapat menyebabkan penurunan potensi sumber daya alam,C2-Memahami,2.0,
upaya pelestarian sda,concept,Upaya Pelestarian SDA,,,
kumpulan status,concept,Kumpulan status,C2-Memahami,2.0,1.0
q_112e153ac8,question,Simpulkan apa yang dimaksud dengan seseorang memiliki 'kumpulan status' berdasarkan contoh kepala sekolah.,C2-Memahami,2.0,
peran presiden dalam sistem pemerintahan,topic_fine,Peran Presiden dalam Sistem Pemerintahan,,,
demokrasi parlementer,concept,Demokrasi Parlementer,C6-Mencipta,5.0,8.0
uuds 1950,concept,UUDS 1950,C6-Mencipta,5.0,4.0
peran presiden soekarno,concept,Peran Presiden Soekarno,C3-Menerapkan,3.0,2.0
dekret presiden,concept,Dekret Presiden,C2-Memahami,3.0,1.0
q_0f2938a1f5,question,Apa perbedaan utama peran Presiden Soekarno pada masa Demokrasi Parlementer (UUDS 1950) dan setelah Dekret Presiden (kem,C2-Memahami,3.0,
membandingkan peran,method,Membandingkan peran,,,
pengenalan sistem pemerintahan indonesia,concept,Pengenalan sistem pemerintahan Indonesia,,,
masa orde baru,concept,Masa Orde Baru,,,
angin muson barat laut,concept,Angin Muson Barat Laut,C2-Memahami,2.0,1.0
angin muson tenggara,concept,Angin Muson Tenggara,C2-Memahami,2.0,1.0
pengaruh musim di indonesia,concept,Pengaruh Musim di Indonesia,C2-Memahami,2.0,1.0
q_3a5c454f32,question,Bandingkan sifat antara angin muson barat laut dengan angin muson tenggara yang mempengaruhi musim di Indonesia!,C2-Memahami,2.0,
dampak musim terhadap kehidupan sosial,concept,Dampak Musim Terhadap Kehidupan Sosial,,,
geografi dan budaya,topic_coarse,Geografi dan Budaya,,,
pengaruh lingkungan terhadap budaya,topic_fine,Pengaruh Lingkungan Terhadap Budaya,,,
perbedaan suhu,concept,Perbedaan Suhu,C2-Memahami,3.0,1.0
daerah pegunungan,concept,Daerah Pegunungan,C2-Memahami,3.0,1.0
daerah pesisir,concept,Daerah Pesisir,C2-Memahami,3.0,1.0
q_da7cf6843e,question,Jelaskan bagaimana perbedaan suhu antara daerah pegunungan dan pesisir dapat menciptakan budaya yang berbeda!,C2-Memahami,3.0,
konsep lingkungan fisik,concept,Konsep Lingkungan Fisik,,,
adaptasi budaya terhadap iklim,concept,Adaptasi Budaya Terhadap Iklim,,,
konsep struktur sosial masyarakat,topic_fine,Konsep Struktur Sosial Masyarakat,,,
organisasi sosial,concept,Organisasi sosial,C2-Memahami,2.0,1.0
q_e5ba0d0f7e,question,Mengapa struktur organisasi seperti OSIS dapat dianggap sebagai contoh kecil dari struktur sosial di masyarakat?,C2-Memahami,2.0,
dasar hukum pemungutan pajak,topic_fine,Dasar Hukum Pemungutan Pajak,,,
sifat memaksa,concept,Sifat Memaksa,C2-Memahami,2.0,1.0
dasar hukum,concept,Dasar Hukum,C2-Memahami,2.0,1.0
q_e9417ce51f,question,Mengapa pemungutan pajak di Indonesia harus dilaksanakan berdasarkan undang-undang?,C2-Memahami,2.0,
upaya pencegahan konflik,topic_fine,Upaya Pencegahan Konflik,,,
kepekaan sosial,concept,Kepekaan Sosial,C5-Mengevaluasi,5.0,2.0
kepedulian sosial,concept,Kepedulian sosial,C2-Memahami,2.0,1.0
q_39ed4ab8df,question,Mengapa kepekaan dan kepedulian sosial dianggap sangat penting dalam upaya pencegahan konflik?,C2-Memahami,2.0,
partisipasi masyarakat dalam pembangunan,topic_fine,Partisipasi Masyarakat dalam Pembangunan,,,
subjek pembangunan,concept,Subjek Pembangunan,C2-Memahami,2.0,1.0
keberagaman lokal,concept,Keberagaman Lokal,C2-Memahami,2.0,1.0
q_1e8c97c5c1,question,Mengapa pembangunan infrastruktur seperti jalan tol dapat dianggap sebagai kebijakan negatif oleh sebagian masyarakat?,C2-Memahami,2.0,
konsep pembangunan wilayah,concept,Konsep pembangunan wilayah,,,
implementasi kebijakan berbasis partisipasi,concept,Implementasi Kebijakan Berbasis Partisipasi,,,
geografi dan waktu,topic_coarse,Geografi dan Waktu,,,
standarisasi waktu internasional,topic_fine,Standarisasi waktu internasional,C2-Memahami,2.0,1.0
kebutuhan historis waktu,concept,Kebutuhan historis waktu,C2-Memahami,2.0,1.0
q_6aa42b26fe,question,Jelaskan alasan utama mengapa standarisasi waktu internasional diperlukan pada akhir abad ke-19!,C2-Memahami,2.0,
menjelaskan alasan,method,Menjelaskan alasan,,,
konsep waktu lokal,concept,Konsep waktu lokal,,,
zona waktu dunia,concept,Zona waktu dunia,,,
politik luar negeri indonesia pasca perang dunia ii,topic_fine,Politik Luar Negeri Indonesia Pasca Perang Dunia II,,,
prinsip mendayung di antara dua karang,concept,Prinsip Mendayung di antara Dua Karang,C2-Memahami,2.0,1.0
politik luar negeri bebas aktif,concept,Politik Luar Negeri Bebas Aktif,C4-Menganalisis,4.0,2.0
q_ac1bf38809,question,"Apa yang dimaksud dengan prinsip ""Mendayung di antara Dua Karang""?",C2-Memahami,2.0,
kondisi geopolitik pasca perang dunia ii,concept,Kondisi geopolitik pasca Perang Dunia II,,,
implementasi politik bebas aktif,concept,Implementasi Politik Bebas Aktif,,,
interaksi global,concept,Interaksi Global,C2-Memahami,2.0,1.0
dampak sejarah,concept,Dampak Sejarah,C2-Memahami,2.0,1.0
q_25aff2fd36,question,Jelaskan dengan kata-katamu sendiri mengapa Jalur Sutra dianggap lebih dari sekadar rute perdagangan barang.,C2-Memahami,2.0,
konsep keterkaitan sejarah,concept,Konsep Keterkaitan Sejarah,,,
dampak kolonialisme,concept,Dampak Kolonialisme,,,
tantangan era digital dan sosial,topic_fine,Tantangan Era Digital dan Sosial,,,
kecakapan sosial,concept,Kecakapan Sosial,C3-Menerapkan,3.0,2.0
kreativitas,concept,Kreativitas,C2-Memahami,2.0,1.0
adaptabilitas,concept,Adaptabilitas,C2-Memahami,2.0,1.0
era digital,concept,Era Digital,C6-Mencipta,5.0,3.0
q_afaa17928c,question,Jelaskan hubungan antara pengembangan kecakapan sosial (seperti kreativitas dan adaptabilitas) dengan tantangan yang dib,C2-Memahami,2.0,
pengertian kecakapan sosial,concept,Pengertian Kecakapan Sosial,,,
strategi mengatasi tantangan digital,concept,Strategi Mengatasi Tantangan Digital,,,
interaksi dan diferensiasi wilayah,topic_fine,Interaksi dan Diferensiasi Wilayah,,,
perbedaan karakteristik muka bumi,concept,Perbedaan karakteristik muka bumi,C2-Memahami,2.0,1.0
interaksi antarruang,concept,Interaksi antarruang,C2-Memahami,2.0,1.0
kebutuhan antarwilayah,concept,Kebutuhan antarwilayah,C2-Memahami,2.0,1.0
q_e1927864b0,question,Jelaskan mengapa perbedaan karakteristik muka bumi dapat menyebabkan interaksi antarruang!,C2-Memahami,2.0,
konsep ruang dan wilayah,concept,Konsep ruang dan wilayah,,,
faktor-faktor yang memengaruhi interaksi wilayah,concept,Faktor-faktor yang memengaruhi interaksi wilayah,,,
sumber daya alam tak terbarukan,concept,Sumber daya alam tak terbarukan,C2-Memahami,2.0,1.0
batu bara,concept,Batu bara,C2-Memahami,2.0,1.0
q_1471e65831,question,Mengapa minyak bumi dan batu bara diklasifikasikan sebagai sumber daya alam yang tidak dapat diperbarui?,C2-Memahami,2.0,
dampak penipisan sumber daya alam,concept,Dampak penipisan sumber daya alam,,,
fenomena gerak permukaan bumi,topic_fine,Fenomena Gerak Permukaan Bumi,,,
gerak epirogenetik,concept,Gerak Epirogenetik,C4-Menganalisis,4.0,2.0
perubahan permukaan laut,concept,Perubahan Permukaan Laut,C2-Memahami,3.0,1.0
q_4b25b5655b,question,Bayangkan permukaan air laut di sekitar Pulau Buton tiba-tiba tampak surut secara permanen. Fenomena gerak epirogenetik ,C2-Memahami,3.0,
menganalisis fenomena,method,Menganalisis fenomena,,,
konsep geosfer,concept,Konsep Geosfer,,,
jenis-jenis pergerakan kerak bumi,concept,Jenis-jenis pergerakan kerak bumi,,,
stabilitas sosial,concept,Stabilitas Sosial,C5-Mengevaluasi,5.0,2.0
gejala sosial,concept,Gejala sosial,C4-Menganalisis,4.0,2.0
q_2dc099e42f,question,Jelaskan mengapa perubahan sosial dapat memengaruhi stabilitas sosial dalam masyarakat.,C2-Memahami,2.0,
dampak perubahan sosial terhadap integrasi sosial,concept,Dampak perubahan sosial terhadap integrasi sosial,,,
sistem demokrasi parlementer 1950-1959,topic_fine,Sistem Demokrasi Parlementer 1950-1959,,,
ketidakstabilan kabinet,concept,Ketidakstabilan Kabinet,C3-Menerapkan,3.0,2.0
perbedaan ideologi partai,concept,Perbedaan Ideologi Partai,C3-Menerapkan,3.0,2.0
q_6a93627620,question,"Jelaskan mengapa sistem Demokrasi Parlementer di Indonesia (1950-1959) dianggap ""sangat tidak stabil""!",C2-Memahami,2.0,
pengertian sistem pemerintahan,concept,Pengertian Sistem Pemerintahan,,,
